year,aea_energy_region,plant_name,total,ff-turbines,recip-ice,hydro,wind,utility-solar,batteries,flywheel,other,source,data_version
2021,Copper River/Chugach,Chenega Bay,0.487,0,0.487,0,0,0,0,0,,AEA PH Assessment,Early Release
2021,Lower Yukon-Kuskokwim,Chefornak,1.206,0,0.921,0,0.285,0,0,0,,AEA PH Assessment,Early Release
2021,Yukon-Koyukuk/Upper Tanana,Chalkyitsik,0.327,0,0.327,0,0,0,0,0,,AEA PH Assessment,Early Release
2021,Yukon-Koyukuk/Upper Tanana,Central,0.345,0,0.345,0,0,0,0,0,,EIA860,Early Release
2021,Southeast,Centennial,4.3,0,3.3,0,0,0,1,0,,EIA860,Early Release
2021,Northwest Arctic,Buckland,1.675,0,1.152,0,0.2,0.046,0.277,0,,EIA860,Early Release
2021,Bering Straits,Brevig Mission,1,0,1,0,0,0,0,0,,EIA860,Early Release
2021,Railbelt,Bradley Lake,126,0,0,126,0,0,0,0,,AEA,Early Release
2021,Southeast,Blue Lake Hydro,15.9,0,0,15.9,0,0,0,0,,EIA860,Early Release
2021,Southeast,Blind Slough,14.5,0,12.9,1.6,0,0,0,0,,AEA PH Assessment,Early Release
2021,Southeast,Black Bear Lake,4.5,0,0,4.5,0,0,0,0,,AEA PH Assessment,Early Release
2021,Yukon-Koyukuk/Upper Tanana,Birch Creek,,,,,,,,0,,AEA PH Assessment,Early Release
2021,Yukon-Koyukuk/Upper Tanana,Bettles,0.6,0,0.6,0,0,0,0,0,,AEA PH Assessment,Early Release
2021,Lower Yukon-Kuskokwim,Bethel,13.5,0,12.6,0,0.9,0,0,,,No data,Early Release
2021,Railbelt,Bernice Lake,76.7,76.7,0,0,0,0,0,,,No data,Early Release
2021,Railbelt,Beluga,312.4,312.4,0,0,0,0,0,0,,AEA PH Assessment,Early Release
2021,Southeast,Beaver Falls,5.4,0,0,5.4,0,0,0,0,,AEA PH Assessment,Early Release
2021,Yukon-Koyukuk/Upper Tanana,Beaver,0.32,0,0.32,0,0,0,0,0,,EIA860,Early Release
2021,Railbelt,Battery Energy Storage System,40,0,0,0,0,0,40,0,,EIA860,Early Release
2021,North Slope,Barrow,20.3,17.3,3,0,0,0,0,0,,AEA,Early Release
2021,Railbelt,Aurora Energy LLC Chena,27.5,27.5,0,0,0,0,0,0,,EIA860,Early Release
2021,Southeast,Auke Bay,36.2,33.7,2.5,0,0,0,0,0,,AEA PH Assessment,Early Release
2021,North Slope,Atqasuk,3.2,0,3.2,0,0,0,0,0,,0,Early Release
2021,Lower Yukon-Kuskokwim,Atmautluak,1.104,0,1.104,0,0,0,0,0,,AEA PH Assessment,Early Release
2021,Aleutians,Atka,0.541,0,0.257,0.284,0,0,0,0,,AEA,Early Release
2021,Yukon-Koyukuk/Upper Tanana,Arctic Village,0.395,0,0.395,0,0,0,0,0,,EIA860,Early Release
2021,Yukon-Koyukuk/Upper Tanana,Anvik,0.44,0,0.44,0,0,0,0,0,,EIA860,Early Release
2021,Southeast,Annex Creek,4,0,0,4,0,0,0,0,,City of Unalaska,Early Release
2021,Lower Yukon-Kuskokwim,Aniak,2.2,0,2.2,0,0,0,0,0,,AEA PH Assessment,Early Release
2021,Southeast,Angoon,1.5,0,1.5,0,0,0,0,0,,EIA860,Early Release
2021,Railbelt,Anchorage 1,50.9,48.9,2,0,0,0,0,0,,EIA860,Early Release
2021,North Slope,Anaktuvuk Pass,2.7,0,2.7,0,0,0,0,0,,EIA860,Early Release
2021,Northwest Arctic,Ambler,1.1,0,1.1,0,0,0,0,0,,AEA PH Assessment,Early Release
2021,Copper River/Chugach,Allison Creek Hydro,6.5,0,0,6.5,0,0,0,0,,EIA860,Early Release
2021,Yukon-Koyukuk/Upper Tanana,Allakaket,,,,,,,,0,,AEA PH Assessment,Early Release
2021,Lower Yukon-Kuskokwim,Alakanuk,0.8,0,0.8,0,0,0,0,0,,EIA860,Early Release
2021,Aleutians,Akutan,0.505,0,0.4,0.105,0,0,0,0,,AEA,Early Release
2021,Lower Yukon-Kuskokwim,Akiak,0.92,0,0.92,0,0,0,0,0,,AEA,Early Release
2021,Lower Yukon-Kuskokwim,Akiachak,1.5,0,1.5,0,0,0,0,0,,EIA860,Early Release
2021,Kodiak,Akhiok,0.34,0,0.34,0,0,0,0,1,,AEA,Early Release
2021,Railbelt,Agrium Kenai Nitrogen Operations,12.5,12.5,0,0,0,0,0,0,,AEA,Early Release
2021,Aleutians,Adak,,,,,,,,0,, ,Early Release
2018,Southeast,Yakutat,4.16,0,4.16,0,0,0,0,0,,AEA,Early Release
2018,Southeast,Wrangell,8.5,0,8.5,0,0,0,0,0,,AEA,Early Release
2018,Railbelt,Willow Solar,1.34,0,0,0,0,1.34,0,0,,AEA,Early Release
2018,Southeast,Whitman,4.8,0,0,4.8,0,0,0,0,,AEA,Early Release
2018,Bering Straits,White Mountain,0,0,0,0,0,0,0,0,,AEA,Early Release
2018,Southeast,Whale Pass,0.25,0,0.25,0,0,0,0,0,,AEA,Early Release
2018,Aleutians,Westward Seafoods,6.6,0,6.6,0,0,0,0,0,,AEA,Early Release
2018,Bering Straits,Wales,0.702,0,0.572,0,0.13,0,0,0,,AEA,Early Release
2018,North Slope,Wainwright,3.11,0,3.11,0,0,0,0,0,,AEA,Early Release
2018,Southeast,Viking,1,0,1,0,0,0,0,0,,AEA,Early Release
2018,Yukon-Koyukuk/Upper Tanana,Venetie,0.495,0,0.495,0,0,0,0,0,,EIA-F860,Early Release
2018,Copper River/Chugach,Valdez Cogen,5.3,5.3,0,0,0,0,0,0,,EIA-F860,Early Release
2018,Copper River/Chugach,Valdez,8.2,2.8,5.4,0,0,0,0,0,,AEA,Early Release
2018,Lower Yukon-Kuskokwim,Upper Kalskag,1.098,0,1.098,0,0,0,0,0,,AEA,Early Release
2018,Railbelt,University of Alaska Fairbanks,22.6,13,9.6,0,0,0,0,0,,AEA,Early Release
2018,Aleutians,Unisea G 2,17.5,0,17.5,0,0,0,0,0,,AEA,Early Release
2018,Aleutians,Unalaska Power Module,1.1,0,1.1,0,0,0,0,0,,AEA,Early Release
2018,Bering Straits,Unalakleet,2.5,0,1.9,0,0.6,0,0,0,,AEA,Early Release
2018,Southeast,Tyee Lake Hydroelectric Facility,22.5,0,0,22.5,0,0,0,0,,AEA,Early Release
2018,Bristol Bay,Twin Hills,0.22,0,0.22,0,0,0,0,0,,AEA,Early Release
2018,Lower Yukon-Kuskokwim,Tununak,0.344,0,0.344,0,0,0,0,0,,EIA-F860,Early Release
2018,Lower Yukon-Kuskokwim,Tuntutuliak,1.45,0,0.975,0,0.475,0,0,0,,AEA,Early Release
2018,Lower Yukon-Kuskokwim,Tuluksak,0.3,0,0.3,0,0,0,0,0,,AEA,Early Release
2018,Lower Yukon-Kuskokwim,Toksook Bay,2.018,0,1.618,0,0.4,0,0,0,,EIA-F860,Early Release
2018,Yukon-Koyukuk/Upper Tanana,Tok,7.6,0,7.6,0,0,0,0,0,,AEA,Early Release
2018,Bristol Bay,Togiak,2.429,0,2.429,0,0,0,0,0,,AEA,Early Release
2018,North Slope,TNSG South Plant,7.8,0,7.8,0,0,0,0,0,,AEA,Early Release
2018,North Slope,TNSG North Plant,25.7,25.4,0.3,0,0,0,0,0,,AEA,Early Release
2018,Southeast,Thorne Bay Plant,1.075,0,1.075,0,0,0,0,0,,AEA,Early Release
2018,Railbelt,Tesoro Alaska Company,8.6,8.6,0,0,0,0,0,0,,AEA,Early Release
2018,Kodiak,Terror Lake Microgrid,33.6,0,0,33.6,0,0,0,0,,EIA-F860,Early Release
2018,Southeast,Tenakee Springs,0.42,0,0.24,0.18,0,0,0,0,,AEA,Early Release
2018,Bering Straits,Teller,0.75,0,0.75,0,0,0,0,0,,EIA-F860,Early Release
2018,Aleutians,TDX Saint Paul Wind,0.45,0,0,0,0.45,0,0,0,,EIA-F860,Early Release
2018,Copper River/Chugach,Tatitlek,0.315,0,0.315,0,0,0,0,0,,EIA-F860,Early Release
2018,Yukon-Koyukuk/Upper Tanana,Tanana,1.375,0,1.375,0,0,0,0,0,,EIA-F860,Early Release
2018,Yukon-Koyukuk/Upper Tanana,Takotna,0.216,0,0.216,0,0,0,0,0,,EIA-F860,Early Release
2018,Southeast,Swan Lake,22.6,0,0,22.6,0,0,0,0,,EIA-F860,Early Release
2018,Kodiak,Swampy Acres,8.4,0,8.4,0,0,0,0,0,,EIA-F860,Early Release
2018,Lower Yukon-Kuskokwim,Stony River,0.166,0,0.166,0,0,0,0,0,,EIA-F860,Early Release
2018,Yukon-Koyukuk/Upper Tanana,Stevens Village,0.417,0,0.417,0,0,0,0,0,,EIA-F860,Early Release
2018,Bering Straits,Stebbins,2.02,0,2.02,0,0,0,0,0,,AEA,Early Release
2018,Railbelt,Southcentral Power Project,203.9,203.9,0,0,0,0,0,0,,AEA,Early Release
2018,Railbelt,South Fork Hydro (Eagle River),1.2,0,0,1.2,0,0,0,0,,EIA-F860,Early Release
2018,Southeast,South Fork,2,0,0,2,0,0,0,0,,EIA-F860,Early Release
2018,Copper River/Chugach,Solomon Gulch,12,0,0,12,0,0,0,0,,AEA,Early Release
2018,Railbelt,Soldotna,50,50,0,0,0,0,0,0,,AEA,Early Release
2018,Southeast,Snettisham,78.2,0,0,78.2,0,0,0,0,,EIA-F860,Early Release
2018,Bering Straits,Snake River,20.057,0,16.357,0,3.7,0,0,0,,EIA-F860,Early Release
2018,Lower Yukon-Kuskokwim,Sleetmute,0.338,0,0.338,0,0,0,0,0,,EIA-F860,Early Release
2018,Copper River/Chugach,Slana Generating Station,0.73,0,0.73,0,0,0,0,0,,EIA-F860,Early Release
2018,Southeast,Skagway,4.4,0,3.4,1,0,0,0,0,,AEA,Early Release
2018,Southeast,Silvis,2.1,0,0,2.1,0,0,0,0,,AEA,Early Release
2018,Northwest Arctic,Shungnak,1.258,0,1.258,0,0,0,0,0,,AEA,Early Release
2018,Bering Straits,Shishmaref,1.609,0,1.609,0,0,0,0,0,,EIA-F860,Early Release
2018,Bering Straits,Shaktoolik,1,0,0.8,0,0.2,0,0,0,,EIA-F860,Early Release
2018,Yukon-Koyukuk/Upper Tanana,Shageluk,0.41,0,0.41,0,0,0,0,0,,EIA-F860,Early Release
2018,Railbelt,Seward,15.6,0,15.6,0,0,0,0,0,,EIA-F860,Early Release
2018,Railbelt,Seldovia,2.2,0,2.2,0,0,0,0,0,,EIA-F860,Early Release
2018,Northwest Arctic,Selawik,0.26,0,1.7,0,0.26,0,0,0,,EIA-F860,Early Release
2018,Lower Yukon-Kuskokwim,Scammon Bay,1.212,0,1.212,0,0,0,0,0,,EIA-F860,Early Release
2018,Bering Straits,Savoonga,1.886,0,1.686,0,0.2,0,0,0,,EIA-F860,Early Release
2018,Aleutians,Sand Point,3.83,0,2.83,0,1,0,0,0,,EIA-F860,Early Release
2018,Southeast,Salmon Creek 1,8.5,0,0,8.5,0,0,0,0,,EIA-F860,Early Release
2018,Aleutians,Saint Paul,2.92,0,2.92,0,0,0,0,0,,AEA,Early Release
2018,Bering Straits,Saint Michael,0.7,0,0.7,0,0,0,0,0,,EIA-F860,Early Release
2018,Lower Yukon-Kuskokwim,Saint Mary's,2.918,0,2.018,0,0.9,0,0,0,,EIA-F860,Early Release
2018,Aleutians,Saint George,0.895,0,0.8,0,0.095,0,0,0,,EIA-F860,Early Release
2018,Southeast,S W Bailey,25.9,0,25.9,0,0,0,0,0,,EIA-F860,Early Release
2018,Lower Yukon-Kuskokwim,Russian Mission,0.842,0,0.842,0,0,0,0,0,,EIA-F860,Early Release
2018,Yukon-Koyukuk/Upper Tanana,Ruby,0.464,0,0.464,0,0,0,0,0,,EIA-F860,Early Release
2018,Lower Yukon-Kuskokwim,Red Devil,0.092,0,0.092,0,0,0,0,0,,EIA-F860,Early Release
2018,Yukon-Koyukuk/Upper Tanana,Rampart,0.187,0,0.187,0,0,0,0,0,,EIA-F860,Early Release
2018,Lower Yukon-Kuskokwim,Quinhagak,1.512,0,1.212,0,0.3,0,0,0,,EIA-F860,Early Release
2018,Southeast,Purple Lake,3.9,0,0,3.9,0,0,0,0,,AEA,Early Release
2018,Copper River/Chugach,Power Creek,6,0,0,6,0,0,0,0,,EIA-F860,Early Release
2018,Kodiak,Port Lions,0.5,0,0.5,0,0,0,0,0,,EIA-F860,Early Release
2018,Bristol Bay,Port Heiden,0.369,0,0.369,0,0,0,0,0,,EIA-F860,Early Release
2018,Bristol Bay,Port Alsworth,0.63,0,0.63,0,0,0,0,0,,AEA,Early Release
2018,North Slope,Point Lay,2.2,0,2.2,0,0,0,0,0,,EIA-F860,Early Release
2018,North Slope,Point Hope,3.29,0,3.29,0,0,0,0,0,,EIA-F860,Early Release
2018,Lower Yukon-Kuskokwim,Platinum,0.14,0,0.14,0,0,0,0,0,,EIA-F860,Early Release
2018,Lower Yukon-Kuskokwim,Pilot Station,1.22,0,1.22,0,0,0,0,0,,EIA-F860,Early Release
2018,Bristol Bay,Pilot Point,0.446,0,0.246,0,0.2,0,0,0,,EIA-F860,Early Release
2018,Kodiak,Pillar Mountain Wind Project Microgrid,9,0,0,0,9,0,0,0,,EIA-F860,Early Release
2018,Bristol Bay,Perryville,0.434,0,0.41,0,0.024,0,0,0,,EIA-F860,Early Release
2018,Southeast,Pelican,1.621,0,0.921,0.7,0,0,0,0,,EIA-F860,Early Release
2018,Bristol Bay,Pedro Bay,0.211,0,0.211,0,0,0,0,0,,EIA-F860,Early Release
2018,Kodiak,Ouzinkie,0.476,0,0.351,0.125,0,0,0,0,,AEA,Early Release
2018,Copper River/Chugach,Orca,10.918,0,10.918,0,0,0,0,1,,EIA-F860,Early Release
2018,Kodiak,Old Harbor,0.706,0,0.706,0,0,0,0,0,,EIA-F860,Early Release
2018,Kodiak,Nymans Plant,10,0,10,0,0,0,0,0,,EIA-F860,Early Release
2018,Lower Yukon-Kuskokwim,Nunapitchuk,0.484,0,0.484,0,0,0,0,0,,EIA-F860,Early Release
2018,Lower Yukon-Kuskokwim,Nunam Iqua,0.84,0,0.84,0,0,0,0,0,,EIA-F860,Early Release
2018,Bristol Bay,Nulato,0.989,0,0.989,0,0,0,0,0,,EIA-F860,Early Release
2018,North Slope,Nuiqsut,4.51,0,4.51,0,0,0,0,0,,EIA-F860,Early Release
2018,Yukon-Koyukuk/Upper Tanana,Northway,1.03,0,1.03,0,0,0,0,0,,EIA-F860,Early Release
2018,Railbelt,North Pole,181,181,0,0,0,0,0,0,,EIA-F860,Early Release
2018,Northwest Arctic,Noorvik,1.592,0,1.572,0,0,0.02,0,0,,EIA-F860,Early Release
2018,Northwest Arctic,Noatak,1.3,0,1.3,0,0,0,0,0,,EIA-F860,Early Release
2018,Aleutians,Nikolski,0.261,0,0.196,0,0.065,0,0,0,,EIA-F860,Early Release
2018,Yukon-Koyukuk/Upper Tanana,Nikolai,0.3,0,0.3,0,0,0,0,0,,EIA-F860,Early Release
2018,Railbelt,Nikiski Co-Generation,80.8,80.8,0,0,0,0,0,0,,EIA-F860,Early Release
2018,Lower Yukon-Kuskokwim,Nightmute,0.344,0,0.344,0,0,0,0,0,,EIA-F860,Early Release
2018,Lower Yukon-Kuskokwim,Newtok,0.27,0,0.27,0,0,0,0,0,,EIA-F860,Early Release
2018,Bristol Bay,Newhalen,1.85,0,1.05,0.8,0,0,0,0,,EIA-F860,Early Release
2018,Bristol Bay,New Stuyahok,1.4,0,1.4,0,0,0,0,0,,AEA,Early Release
2018,Aleutians,Nelson Lagoon,0.3,0,0.3,0,0,0,0,0,,AEA,Early Release
2018,Lower Yukon-Kuskokwim,Napaskiak,0.57,0,0.57,0,0,0,0,0,,EIA-F860,Early Release
2018,Lower Yukon-Kuskokwim,Napakiak,0.25,0,0.25,0,0,0,0,0,,EIA-F860,Early Release
2018,Bristol Bay,Naknek,9.9,0,9.9,0,0,0,0,0,,EIA-F860,Early Release
2018,Lower Yukon-Kuskokwim,Mountain Village,2.315,0,2.315,0,0,0,0,0,,EIA-F860,Early Release
2018,Yukon-Koyukuk/Upper Tanana,Minto,0.647,0,0.647,0,0,0,0,0,,EIA-F860,Early Release
2018,Lower Yukon-Kuskokwim,Mekoryuk,1.049,0,0.849,0,0.2,0,0,0,,AEA,Early Release
2018,Railbelt,McRoberts Creek,0.125,0,0,0.125,0,0,0,0,,EIA-F860,Early Release
2018,Yukon-Koyukuk/Upper Tanana,McGrath,2.2,0,2.2,0,0,0,0,0,,EIA-F860,Early Release
2018,Lower Yukon-Kuskokwim,Marshall,1.104,0,1.104,0,0,0,0,0,,EIA-F860,Early Release
2018,Railbelt,Marathon Hydro,0.16,0,0,0.16,0,0,0,0,,EIA-F860,Early Release
2018,Bristol Bay,Manokotak,0.83,0,0.83,0,0,0,0,0,,AEA,Early Release
2018,Yukon-Koyukuk/Upper Tanana,Manley Hot Springs,0.236,0,0.236,0,0,0,0,0,,AEA,Early Release
2018,Southeast,Lutak,0.285,0,0,0.285,0,0,0,0,,AEA,Early Release
2018,Lower Yukon-Kuskokwim,Lime Village,0.012,0,0,0,0,0.012,0,0,,AEA,Early Release
2018,Bristol Bay,Levelock,0.267,0,0.267,0,0,0,0,0,,EIA-F860,Early Release
2018,Southeast,Lemon Creek,61.7,37.2,24.5,0,0,0,0,0,,EIA-F860,Early Release
2018,Kodiak,Larsen Bay,0.815,0,0.34,0.475,0,0,0,0,,AEA,Early Release
2018,Southeast,Lake Dorothy Hydroelectric Project,14.3,0,0,14.3,0,0,0,0,,EIA-F860,Early Release
2018,Lower Yukon-Kuskokwim,Kwigillingok,1.545,0,1.07,0,0.475,0,0,0,,EIA-F860,Early Release
2018,Lower Yukon-Kuskokwim,Kwethluk,1.05,0,1.05,0,0,0,0,0,,EIA-F860,Early Release
2018,Yukon-Koyukuk/Upper Tanana,Koyukuk,0.202,0,0.202,0,0,0,0,0,,EIA-F860,Early Release
2018,Bering Straits,Koyuk,1.098,0,1.098,0,0,0,0,0,,EIA-F860,Early Release
2018,Northwest Arctic,Kotzebue,17.841,0,12.111,0,4.53,0,1.2,0,,EIA-F860,Early Release
2018,Lower Yukon-Kuskokwim,Kotlik,1.698,0,1.698,0,0,0,0,0,,EIA-F860,Early Release
2018,Lower Yukon-Kuskokwim,Kongiganak,1.315,0,0.84,0,0.475,0,0,0,,EIA-F860,Early Release
2018,Bristol Bay,Koliganek,0.42,0,0.42,0,0,0,0,0,,EIA-F860,Early Release
2018,Bristol Bay,Kokhanok,0.632,0,0.452,0,0.18,0,0,0,,EIA-F860,Early Release
2018,Kodiak,Kodiak,18.3,0,18.3,0,0,0,0,0,,EIA-F860,Early Release
2018,Northwest Arctic,Kobuk,0.171,0,0.171,0,0,0,0,0,,EIA-F860,Early Release
2018,Southeast,Klawock Power Generation Station,2.5,0,2.5,0,0,0,0,0,,EIA-F860,Early Release
2018,Northwest Arctic,Kivalina,1.179,0,1.179,0,0,0,0,0,,EIA-F860,Early Release
2018,Lower Yukon-Kuskokwim,Kipnuk,1.05,0,1.05,0,0,0,0,0,,EIA-F860,Early Release
2018,Aleutians,King Cove,5.1,0,3.9,1.2,0,0,0,0,,AEA,Early Release
2018,Northwest Arctic,Kiana,1.173,0,1.173,0,0,0,0,0,,AEA,Early Release
2018,Southeast,Ketchikan,4.2,0,0,4.2,0,0,0,0,,EIA-F860,Early Release
2018,Lower Yukon-Kuskokwim,Kasigluk,2.315,0,2.015,0,0.3,0,0,0,,EIA-F860,Early Release
2018,Southeast,Kasidaya Creek Hydro,3,0,0,3,0,0,0,0,,AEA,Early Release
2018,Kodiak,Karluk,0.12,0,0.12,0,0,0,0,0,,EIA-F860,Early Release
2018,Yukon-Koyukuk/Upper Tanana,Kaltag,0.8446,0,0.835,0,0,0.0096,0,0,,AEA,Early Release
2018,North Slope,Kaktovik,2.72,0,2.72,0,0,0,0,0,,AEA,Early Release
2018,Southeast,Kake,4.4,0,3.9,0.5,0,0,0,0,,AEA,Early Release
2018,Railbelt,JBER Landfill Gas Power Plant,11.5,0,11.5,0,0,0,0,0,,AEA,Early Release
2018,Southeast,Jarvis Street,25.6,0,25.6,0,0,0,0,0,,AEA,Early Release
2018,Railbelt,International,30,30,0,0,0,0,0,0,,EIA-F860,Early Release
2018,Southeast,Industrial Plant,41.7,41.7,0,0,0,0,0,0,,AEA,Early Release
2018,Bristol Bay,Igiugig,0.235,0,0.195,0.04,0,0,0,0,,EIA-F860,Early Release
2018,Southeast,Hydaburg,1,0,1,0,0,0,0,0,,EIA-F860,Early Release
2018,Yukon-Koyukuk/Upper Tanana,Huslia,0.8,0,0.8,0,0,0,0,0,,EIA-F860,Early Release
2018,Copper River/Chugach,Humpback Creek,1.2,0,0,1.2,0,0,0,0,,AEA,Early Release
2018,Yukon-Koyukuk/Upper Tanana,Hughes,0.485,0,0.365,0,0,0.12,0,0,,EIA-F860,Early Release
2018,Lower Yukon-Kuskokwim,Hooper Bay,2.729,0,2.429,0,0.3,0,0,0,,AEA,Early Release
2018,Southeast,Hoonah,3.5,0,3.05,0.45,0,0,0,0,,AEA,Early Release
2018,Yukon-Koyukuk/Upper Tanana,Holy Cross,0.693,0,0.693,0,0,0,0,0,,AEA,Early Release
2018,Southeast,Hollis,0.45,0,0.45,0,0,0,0,0,,AEA,Early Release
2018,Yukon-Koyukuk/Upper Tanana,Healy Lake,0.083,0,0.083,0,0,0,0,0,,AEA,Early Release
2018,Railbelt,Healy,92.8,90,2.8,0,0,0,0,0,,EIA-F860,Early Release
2018,Southeast,Haines,6.2,0,6.2,0,0,0,0,0,,AEA,Early Release
2018,Railbelt,GVEA Solar Farm,0.563,0,0,0,0,0.563,0,0,,AEA,Early Release
2018,Southeast,Gustavus,1.642,0,0.842,0.8,0,0,0,0,,AEA,Early Release
2018,Southeast,Green Lake,18.6,0,0,18.6,0,0,0,0,,AEA,Early Release
2018,Yukon-Koyukuk/Upper Tanana,Grayling,0.607,0,0.607,0,0,0,0,0,,AEA,Early Release
2018,Lower Yukon-Kuskokwim,Goodnews Bay,0.661,0,0.661,0,0,0,0,0,,AEA,Early Release
2018,Bering Straits,Golovin,0.72,0,0.72,0,0,0,0,0,,EIA-F860,Early Release
2018,Southeast,Gold Creek,9.7,0,8.1,1.6,0,0,0,0,,AEA,Early Release
2018,Southeast,Goat Lake Hydro,4,0,0,4,0,0,0,0,,EIA-F860,Early Release
2018,Copper River/Chugach,Glennallen,10.7,0,10.7,0,0,0,0,0,,AEA,Early Release
2018,Railbelt,George M Sullivan Generation Plant 2,346.9,346.9,0,0,0,0,0,0,,AEA,Early Release
2018,Bering Straits,Gambell,2.008,0,1.708,0,0.3,0,0,0,,EIA-F860,Early Release
2018,Yukon-Koyukuk/Upper Tanana,Galena,3.6,0,3.6,0,0,0,0,0,,EIA-F860,Early Release
2018,Yukon-Koyukuk/Upper Tanana,Fort Yukon,3.4,0,3.4,0,0,0,0,0,,AEA,Early Release
2018,Railbelt,Fort Wainwright,20,20,0,0,0,0,0,0,,AEA,Early Release
2018,Railbelt,Fort Greely Power Plant,7.4,0,7.4,0,0,0,0,0,,EIA-F860,Early Release
2018,Kodiak,Flywheel Energy Storage System Microgrid,2,0,0,0,0,0,0,0,,AEA,Early Release
2018,Railbelt,Fire Island Wind,18,0,0,0,18,0,0,0,,AEA,Early Release
2018,Aleutians,False Pass,0.503,0,0.503,0,0,0,0,0,,AEA,Early Release
2018,Southeast,False Island,1.3,0,1.3,0,0,0,0,0,,EIA-F860,Early Release
2018,Railbelt,Fairbanks,42.2,36.8,5.4,0,0,0,0,0,,AEA,Early Release
2018,Railbelt,Eva Creek Wind,24.6,0,0,0,24.6,0,0,0,,EIA-F860,Early Release
2018,Kodiak,ESS Battery Microgrid,3,0,0,0,0,0,3,2,,EIA-F860,Early Release
2018,Lower Yukon-Kuskokwim,Emmonak,3.623,0,3.223,0,0.4,0,0,0,,AEA,Early Release
2018,Bering Straits,Elim,1.105,0,1.105,0,0,0,0,0,,EIA-F860,Early Release
2018,Southeast,Elfin Cove,0.347,0,0.347,0,0,0,0,0,,AEA,Early Release
2018,Southeast,Ekwok,0,0,0,0,0,0,0,0,,EIA-F860,Early Release
2018,Railbelt,Eklutna Hydro Project,44.4,0,0,44.4,0,0,0,0,,AEA,Early Release
2018,Railbelt,Eklutna Generation Station,171,0,171,0,0,0,0,0,,AEA,Early Release
